ID	official_symbol	virtual	kinase_function	phosphorylation_site
at2g40460	AT2G40460	normal	no	yes
at2g40470	LBD15	normal	no	no
at2g40510	AT2G40510	normal	no	no
at2g40540	KT2	normal	no	yes
at2g40670	RR16	normal	no	no
at2g40890	CYP98A3	normal	no	yes
at2g40900	AT2G40900	normal	no	no
at2g40940	ERS1	normal	yes	no
at2g40950	BZIP17	normal	no	yes
at2g41010	CAMBP25	normal	no	no
at2g41040	AT2G41040	normal	no	yes
at2g41050	AT2G41050	normal	no	no
at2g41090	AT2G41090	normal	no	no
at2g41100	TCH3	normal	no	no
at2g41110	CAM2	normal	no	no
at2g41130	AT2G41130	normal	no	no
at2g41350	AT2G41350	normal	no	no
at2g41400	AT2G41400	normal	no	no
at2g41410	AT2G41410	normal	no	yes
at2g41610	AT2G41610	normal	no	no
at2g41620	AT2G41620	normal	no	yes
at2g41630	TFIIB	normal	no	yes
at2g41680	NTRC	normal	no	no
at2g41705	AT2G41705	normal	no	yes
at2g41710	AT2G41710	normal	no	no
at2g41720	EMB2654	normal	no	yes
at2g41730	AT2G41730	normal	no	no
at2g41740	VLN2	normal	no	yes
at2g41760	AT2G41760	normal	no	no
at2g41790	AT2G41790	normal	no	yes
at2g41820	AT2G41820	normal	yes	no
at2g42010	PLDBETA1	normal	no	yes
at2g42260	UVI4	normal	no	no
at2g42290	AT2G42290	normal	yes	no
at2g42300	AT2G42300	normal	no	no
at2g42360	AT2G42360	normal	no	no
at2g42380	BZIP34	normal	no	no
at2g42390	AT2G42390	normal	no	no
at2g42490	AT2G42490	normal	no	no
at2g42580	TTL3	normal	no	yes
at2g42590	GRF9	normal	no	yes
at2g42640	AT2G42640	normal	no	no
at2g42770	AT2G42770	normal	no	no
at2g42780	AT2G42780	normal	no	no
at2g42790	CSY3	normal	no	no
at2g42830	SHP2	normal	no	no
at2g42870	PAR1	normal	no	no
at2g42880	MPK20	normal	yes	yes
at2g43000	NAC042	normal	no	no
at2g43010	PIF4	normal	no	no
at2g43020	PAO2	normal	no	no
at2g43080	AT-P4H-1	normal	no	no
at2g43140	AT2G43140	normal	no	yes
at2g43330	INT1	normal	no	no
at2g43350	GPX3	normal	no	no
at2g43360	BIO2	normal	no	yes
at2g43370	AT2G43370	normal	no	no
at2g43410	FPA	normal	no	yes
at2g43420	AT2G43420	normal	no	no
at2g43510	TI1	normal	no	no
at2g43570	CHI	normal	no	no
at2g43590	AT2G43590	normal	no	no
at2g43650	EMB2777	normal	no	yes
at2g43680	IQD14	normal	no	yes
at2g43690	AT2G43690	normal	yes	no
at2g43700	AT2G43700	normal	yes	no
at2g43710	SSI2	normal	no	no
at2g43790	MPK6	normal	yes	yes
at2g43850	AT2G43850	normal	yes	no
at2g43880	AT2G43880	normal	no	no
at2g43970	AT2G43970	normal	no	no
at2g44040	AT2G44040	normal	no	no
at2g44080	ARL	normal	no	no
at2g44100	GDI1	normal	no	no
at2g44110	MLO15	normal	no	no
at2g44230	AT2G44230	normal	no	no
at2g44270	ROL5	normal	no	yes
at2g44350	ATCS	normal	no	no
at2g44450	BGLU15	normal	no	no
at2g44490	PEN2	normal	no	no
at2g44610	RAB6A	normal	no	yes
at2g44840	ERF13	normal	no	no
at2g44930	AT2G44930	normal	no	yes
at2g44950	HUB1	normal	no	yes
at2g44970	AT2G44970	normal	no	yes
at2g45010	AT2G45010	normal	no	no
at2g45060	AT2G45060	normal	no	no
at2g45070	SEC61 BETA	normal	no	no
at2g45180	AT2G45180	normal	no	no
at2g45190	AFO	normal	no	no
at2g45200	GOS12	normal	no	yes
at2g45280	RAD51C	normal	no	no
at2g45340	AT2G45340	normal	yes	no
at2g45410	LBD19	normal	no	no
at2g45490	AUR3	normal	yes	no
at2g45560	CYP76C1	normal	no	no
at2g45590	AT2G45590	normal	yes	no
at2g45680	AT2G45680	normal	no	no
at2g45770	CPFTSY	normal	no	yes
at2g45790	PMM	normal	no	yes
at2g45820	AT2G45820	normal	no	yes
at2g45890	ROPGEF4	normal	no	no
at2g45920	AT2G45920	normal	no	yes
at2g45960	PIP1B	normal	no	no
at2g46020	BRM	normal	no	yes
at2g46060	AT2G46060	normal	no	no
at2g46070	MPK12	normal	yes	no
at2g46130	WRKY43	normal	no	no
at2g46170	AT2G46170	normal	no	yes
at2g46200	AT2G46200	normal	no	no
at2g46270	GBF3	normal	no	no
at2g46280	TRIP-1	normal	no	no
at2g46330	AGP16	normal	no	no
at2g46410	CPC	normal	no	no
at2g46450	CNGC12	normal	no	yes
at2g46500	PI4K GAMMA 4	normal	yes	no
at2g46550	AT2G46550	normal	no	no
at2g46600	AT2G46600	normal	no	no
at2g46700	CRK3	normal	yes	no
at2g46800	ZAT	normal	no	no
at2g46830	CCA1	normal	no	no
at2g46870	NGA1	normal	no	no
at2g46890	AT2G46890	normal	no	no
at2g47060	AT2G47060	normal	yes	no
at2g47130	AT2G47130	normal	no	yes
at2g47190	MYB2	normal	no	no
at2g47210	AT2G47210	normal	no	yes
at2g47240	LACS1	normal	no	yes
at2g47430	CKI1	normal	yes	no
at2g47500	AT2G47500	normal	no	yes
at2g47510	FUM1	normal	no	no
at2g47590	PHR2	normal	no	no
at2g47600	MHX	normal	no	no
at2g47630	AT2G47630	normal	no	yes
at2g47700	RFI2	normal	no	no
at2g47710	AT2G47710	normal	no	no
at2g47730	GSTF8	normal	no	yes
at2g47800	MRP4	normal	no	yes
at2g47930	AGP26	normal	no	no
at2g48010	RKF3	normal	yes	yes
at2g48070	RPH1	normal	no	no
at3g01050	MUB1	normal	no	no
at3g01080	WRKY58	normal	no	no
at3g01090	KIN10	normal	yes	yes
at3g01180	SS2	normal	no	yes
at3g01290	AT3G01290	normal	no	yes
at3g01300	AT3G01300	normal	yes	yes
at3g01320	SNL1	normal	no	no
at3g01370	CFM2	normal	no	yes
at3g01410	AT3G01410	normal	no	no
at3g01435	AT3G01435	normal	no	yes
at3g01440	PQL1	normal	no	no
at3g01500	CA1	normal	no	no
at3g01530	MYB57	normal	no	no
at3g01550	PPT2	normal	no	no
at3g01610	CDC48C	normal	no	yes
at3g01670	AT3G01670	normal	no	yes
at3g01690	AT3G01690	normal	no	no
at3g01770	BET10	normal	no	yes
at3g01820	AT3G01820	normal	yes	no
at3g01970	WRKY45	normal	no	no
at3g02000	ROXY1	normal	no	no
at3g02090	MPPBETA	normal	no	no
at3g02120	AT3G02120	normal	no	no
at3g02130	RPK2	normal	yes	no
at3g02150	PTF1	normal	no	no
at3g02230	RGP1	normal	no	no
at3g02360	AT3G02360	normal	no	yes
at3g02410	ICME-LIKE2	normal	no	no
at3g02420	AT3G02420	normal	no	no
at3g02470	SAMDC	normal	no	no
at3g02520	GRF7	normal	no	yes
at3g02550	LBD41	normal	no	no
at3g02640	AT3G02640	normal	no	no
at3g02780	IPP2	normal	no	no
at3g02800	AT3G02800	normal	no	no
at3g02840	AT3G02840	normal	no	no
at3g02880	AT3G02880	normal	yes	yes
at3g02920	RPA32B	normal	no	yes
at3g03000	AT3G03000	normal	no	no
at3g03050	CSLD3	normal	no	yes
at3g03210	AT3G03210	normal	no	no
at3g03450	RGL2	normal	no	no
at3g03600	RPS2	normal	no	yes
at3g03630	CS26	normal	no	no
at3g03770	AT3G03770	normal	yes	no
at3g03980	AT3G03980	normal	no	no
at3g04000	AT3G04000	normal	no	no
at3g04100	AGL57	normal	no	no
at3g04110	GLR1.1	normal	no	no
at3g04240	SEC	normal	no	no
at3g04400	emb2171	normal	no	no
at3g04430	NAC049	normal	no	no
at3g04480	AT3G04480	normal	no	yes
at3g04620	AT3G04620	normal	no	no
at3g04690	ANX1	normal	yes	yes
at3g04720	PR4	normal	no	no
at3g04730	IAA16	normal	no	yes
at3g04780	AT3G04780	normal	no	no
at3g04840	AT3G04840	normal	no	yes
at3g05050	AT3G05050	normal	no	no
at3g05120	GID1A	normal	no	no
at3g05150	AT3G05150	normal	no	yes
at3g05160	AT3G05160	normal	no	no
at3g05210	ERCC1	normal	no	no
at3g05280	AT3G05280	normal	no	no
at3g05330	ATN	normal	no	yes
at3g05360	RLP30	normal	yes	no
at3g05380	ALY2	normal	no	yes
at3g05430	AT3G05430	normal	no	yes
at3g05625	AT3G05625	normal	no	no
at3g05700	AT3G05700	normal	no	no
at3g05750	AT3G05750	normal	no	no
at3g05840	ATSK12	normal	yes	no
at3g05890	RCI2B	normal	no	no
at3g05900	AT3G05900	normal	no	yes
at3g06030	NP3	normal	yes	yes
at3g06100	NIP7;1	normal	no	no
at3g06110	MKP2	normal	no	no
at3g06170	AT3G06170	normal	no	yes
at3g06190	BPM2	normal	no	no
at3g06360	AGP27	normal	no	no
at3g06430	EMB2750	normal	no	yes
at3g06470	AT3G06470	normal	no	no
at3g06490	MYB108	normal	no	no
at3g06530	AT3G06530	normal	no	no
at3g06590	AT3G06590	normal	no	no
at3g06720	IMPA-1	normal	no	yes
at3g06730	TRX z	normal	no	no
at3g06760	AT3G06760	normal	no	no
at3g06980	AT3G06980	normal	no	no
at3g07020	AT3G07020	normal	no	yes
at3g07040	RPM1	normal	no	yes
at3g07090	AT3G07090	normal	no	no
at3g07270	AT3G07270	normal	no	no
at3g07350	AT3G07350	normal	no	no
at3g07360	PUB9	normal	no	yes
at3g07370	CHIP	normal	no	no
at3g07390	AIR12	normal	no	no
at3g07480	AT3G07480	normal	no	no
at3g07525	ATG10	normal	no	no
at3g07540	AT3G07540	normal	no	yes
at3g07680	AT3G07680	normal	no	no
at3g07740	ADA2A	normal	no	yes
at3g07780	OBE1	normal	no	yes
at3g08030	AT3G08030	normal	no	yes
at3g08040	FRD3	normal	no	yes
at3g08530	AT3G08530	normal	no	no
at3g08580	AAC1	normal	no	no
at3g08600	AT3G08600	normal	no	no
at3g08630	AT3G08630	normal	no	no
at3g08680	AT3G08680	normal	yes	yes
at3g08690	UBC11	normal	no	no
at3g08710	TH9	normal	no	yes
at3g08720	S6K2	normal	yes	no
at3g08730	PK1	normal	yes	no
at3g08750	AT3G08750	normal	no	no
at3g08850	RAPTOR1	normal	no	yes
at3g08930	AT3G08930	normal	no	no
at3g09030	AT3G09030	normal	no	yes
at3g09100	AT3G09100	normal	no	yes
at3g09260	PYK10	normal	no	yes
at3g09390	MT2A	normal	no	no
at3g09600	AT3G09600	normal	no	yes
at3g09820	ADK1	normal	yes	no
at3g09830	AT3G09830	normal	yes	yes
at3g09860	AT3G09860	normal	no	no
at3g09922	IPS1	normal	no	no
at3g09940	MDHAR	normal	no	no
at3g09980	AT3G09980	normal	no	no
at3g10260	AT3G10260	normal	no	yes
at3g10290	AT3G10290	normal	no	no
at3g10340	PAL4	normal	no	no
at3g10500	NAC053	normal	no	yes
at3g10525	LGO	normal	no	yes
at3g10540	AT3G10540	normal	yes	yes
at3g10640	VPS60.1	normal	no	no
at3g10650	AT3G10650	normal	no	yes
at3g10720	AT3G10720	normal	no	no
at3g10800	BZIP28	normal	no	yes
at3g11000	AT3G11000	normal	no	yes
at3g11030	TBL32	normal	no	no
at3g11110	AT3G11110	normal	no	no
at3g11220	ELO1	normal	no	yes
at3g11270	MEE34	normal	no	no
at3g11410	PP2CA	normal	no	yes
at3g11510	AT3G11510	normal	no	yes
at3g11520	CYCB1;3	normal	no	no
at3g11590	AT3G11590	normal	no	yes
at3g11630	AT3G11630	normal	no	no
at3g11660	NHL1	normal	no	yes
at3g11730	ATFP8	normal	no	no
at3g11810	AT3G11810	normal	no	no
at3g11820	SYP121	normal	no	yes
at3g11830	AT3G11830	normal	no	no
at3g11910	UBP13	normal	no	no
at3g11930	AT3G11930	normal	no	yes
at3g11960	AT3G11960	normal	no	no
at3g12110	ACT11	normal	no	no
at3g12180	AT3G12180	normal	no	no
at3g12200	Nek7	normal	yes	yes
at3g12250	TGA6	normal	no	no
at3g12260	AT3G12260	normal	no	no
at3g12280	RBR1	normal	no	yes
at3g12500	HCHIB	normal	no	no
at3g12510	AT3G12510	normal	no	no
at3g12560	TRFL9	normal	no	no
at3g12720	MYB67	normal	no	no
at3g12730	AT3G12730	normal	no	no
at3g12740	ALIS1	normal	no	no
at3g12810	PIE1	normal	no	yes
at3g12870	AT3G12870	normal	no	no
at3g13160	AT3G13160	normal	no	no
at3g13175	AT3G13175	normal	no	no
at3g13220	WBC27	normal	no	no
at3g13222	GIP1	normal	no	yes
at3g13310	AT3G13310	normal	no	no
at3g13320	CAX2	normal	no	no
at3g13490	OVA5	normal	no	no
at3g13520	AGP12	normal	no	no
at3g13540	MYB5	normal	no	no
at3g13550	FUS9	normal	no	no
at3g13580	AT3G13580	normal	no	no
at3g13670	AT3G13670	normal	yes	yes
at3g13710	PRA1.F4	normal	no	no
at3g13720	PRA8	normal	no	no
at3g13740	AT3G13740	normal	no	no
at3g13890	MYB26	normal	no	no
at3g13920	EIF4A1	normal	no	yes
at3g13950	AT3G13950	normal	no	no
at3g14050	RSH2	normal	no	yes
at3g14067	AT3G14067	normal	no	yes
at3g14180	AT3G14180	normal	no	no
at3g14210	ESM1	normal	no	yes
at3g14220	AT3G14220	normal	no	no
at3g14230	RAP2.2	normal	no	no
at3g14350	SRF7	normal	yes	yes
at3g14470	AT3G14470	normal	no	no
at3g14720	MPK19	normal	yes	no
at3g14760	AT3G14760	normal	no	no
at3g14770	AT3G14770	normal	no	no
at3g14840	AT3G14840	normal	yes	yes
at3g14850	TBL41	normal	no	no
at3g14860	AT3G14860	normal	no	no
at3g14990	AT3G14990	normal	no	no
at3g15000	AT3G15000	normal	no	no
at3g15010	AT3G15010	normal	no	yes
at3g15030	TCP4	normal	no	no
at3g15180	AT3G15180	normal	no	yes
at3g15353	MT3	normal	no	no
at3g15360	TRX-M4	normal	no	no
at3g15480	AT3G15480	normal	no	no
at3g15660	GRX4	normal	no	no
at3g15710	AT3G15710	normal	no	no
at3g15730	PLDALPHA1	normal	no	yes
at3g15800	AT3G15800	normal	no	no
at3g15920	AT3G15920	normal	no	yes
at3g15950	NAI2	normal	no	no
at3g15970	AT3G15970	normal	no	yes
at3g16050	PDX1.2	normal	no	no
at3g16060	AT3G16060	normal	no	yes
at3g16120	AT3G16120	normal	no	no
at3g16130	ROPGEF13	normal	no	no
at3g16170	AT3G16170	normal	no	no
at3g16180	AT3G16180	normal	no	no
at3g16190	AT3G16190	normal	no	no
at3g16240	DELTA-TIP	normal	no	no
at3g16250	NDF4	normal	no	no
at3g16280	AT3G16280	normal	no	no
at3g16310	AT3G16310	normal	no	yes
at3g16370	AT3G16370	normal	no	no
at3g16420	PBP1	normal	no	yes
at3g16510	AT3G16510	normal	no	yes
at3g16530	AT3G16530	normal	no	no
at3g16570	RALF23	normal	no	no
at3g16650	AT3G16650	normal	no	yes
at3g16670	AT3G16670	normal	no	no
at3g16690	AT3G16690	normal	no	no
at3g16770	EBP	normal	no	yes
at3g16857	RR1	normal	no	yes
at3g16870	GATA17	normal	no	no
at3g16980	NRPB9A	normal	no	no
at3g17000	UBC32	normal	no	no
at3g17020	AT3G17020	normal	no	no
at3g17130	AT3G17130	normal	no	no
at3g17210	HS1	normal	no	no
at3g17240	mtLPD2	normal	no	yes
at3g17360	POK1	normal	no	yes
at3g17430	AT3G17430	normal	no	yes
at3g17440	NPSN13	normal	no	yes
at3g17510	CIPK1	normal	yes	no
at3g17600	IAA31	normal	no	no
at3g17609	HYH	normal	no	no
at3g17611	RBL14	normal	no	yes
at3g17620	AT3G17620	normal	no	no
at3g17630	CHX19	normal	no	yes
at3g17650	YSL5	normal	no	yes
at3g17668	ENA	normal	no	yes
at3g17840	RLK902	normal	yes	yes
at3g17860	JAZ3	normal	no	no
at3g18035	HON4	normal	no	yes
at3g18080	BGLU44	normal	no	no
at3g18130	RACK1C_AT	normal	no	no
at3g18165	MOS4	normal	no	no
at3g18215	AT3G18215	normal	no	no
at3g18250	AT3G18250	normal	no	no
at3g18380	AT3G18380	normal	no	no
at3g18480	CASP	normal	no	yes
at3g18490	AT3G18490	normal	no	yes
at3g18690	MKS1	normal	no	yes
at3g18710	PUB29	normal	no	yes
at3g18780	ACT2	normal	no	no
at3g18800	AT3G18800	normal	no	no
at3g18930	AT3G18930	normal	no	no
at3g18980	ETP1	normal	no	yes
at3g19050	POK2	normal	no	yes
at3g19100	AT3G19100	normal	no	yes
at3g19150	KRP6	normal	no	no
at3g19210	RAD54	normal	no	yes
at3g19260	LOH2	normal	no	yes
at3g19290	ABF4	normal	no	yes
at3g19300	AT3G19300	normal	no	yes
at3g19370	AT3G19370	normal	no	yes
at3g19450	ATCAD4	normal	no	no
at3g19520	AT3G19520	normal	no	yes
at3g19590	BUB3.1	normal	no	yes
at3g19660	AT3G19660	normal	no	no
at3g19680	AT3G19680	normal	no	yes
at3g19720	ARC5	normal	no	yes
at3g19820	DWF1	normal	no	yes
at3g19930	STP4	normal	no	no
at3g20050	TCP-1	normal	no	no
at3g20080	CYP705A15	normal	no	no
at3g20100	CYP705A19	normal	no	no
at3g20110	CYP705A20	normal	no	yes
at3g20130	CYP705A22	normal	no	no
at3g20190	AT3G20190	normal	yes	yes
at3g20240	AT3G20240	normal	no	no
at3g20250	PUM5	normal	no	yes
at3g20260	AT3G20260	normal	no	no
at3g20290	EHD1	normal	no	no
at3g20310	ERF7	normal	no	no
at3g20320	TGD2	normal	no	no
at3g20330	PYRB	normal	no	no
at3g20410	CPK9	normal	yes	yes
at3g20510	AT3G20510	normal	no	no
at3g20530	AT3G20530	normal	yes	no
at3g20600	NDR1	normal	no	no
at3g20770	EIN3	normal	no	no
at3g20820	AT3G20820	normal	no	no
at3g21090	AT3G21090	normal	no	yes
at3g21120	AT3G21120	normal	no	no
at3g21160	MNS2	normal	no	no
at3g21175	ZML1	normal	no	no
at3g21190	AT3G21190	normal	no	yes
at3g21210	AT3G21210	normal	no	no
at3g21215	AT3G21215	normal	no	no
at3g21220	MKK5	normal	yes	yes
at3g21340	AT3G21340	normal	yes	yes
at3g21350	MED6	normal	no	no
at3g21430	ALY3	normal	no	yes
at3g21440	at3g21440	normal	no	no
at3g21510	AHP1	normal	yes	no
at3g21520	DMP1	normal	no	yes
at3g21580	AT3G21580	normal	no	no
at3g21630	CERK1	normal	yes	yes
at3g21640	TWD1	normal	no	no
at3g21690	AT3G21690	normal	no	no
at3g21790	AT3G21790	normal	no	no
at3g21960	AT3G21960	normal	no	yes
at3g22060	AT3G22060	normal	no	no
at3g22120	CWLP	normal	no	no
at3g22260	AT3G22260	normal	no	yes
at3g22310	PMH1	normal	no	yes
at3g22320	NRPB5	normal	no	no
at3g22360	AOX1B	normal	no	no
at3g22370	AOX1A	normal	no	no
at3g22440	AT3G22440	normal	no	yes
at3g22530	AT3G22530	normal	no	no
at3g22750	AT3G22750	normal	no	yes
at3g22840	ELIP1	normal	no	no
at3g22845	AT3G22845	normal	no	no
at3g22880	DMC1	normal	no	no
at3g22960	PKP-ALPHA	normal	yes	yes
at3g23000	CIPK7	normal	yes	no
at3g23130	SUP	normal	no	no
at3g23150	ETR2	normal	yes	yes
at3g23230	AT3G23230	normal	no	no
at3g23240	ERF1	normal	no	no
at3g23250	MYB15	normal	no	no
at3g23280	XBAT35	normal	no	yes
at3g23290	LSH4	normal	no	no
at3g23310	AT3G23310	normal	yes	yes
at3g23340	ckl10	normal	yes	no
at3g23380	RIC5	normal	no	yes
at3g23410	FAO3	normal	no	no
at3g23550	AT3G23550	normal	no	no
at3g23560	ALF5	normal	no	no
at3g23600	AT3G23600	normal	no	yes
at3g23730	XTH16	normal	no	no
at3g23740	AT3G23740	normal	no	yes
at3g23820	GAE6	normal	no	yes
at3g24140	FMA	normal	no	no
at3g24170	GR1	normal	no	no
at3g24460	AT3G24460	normal	no	no
at3g24503	ALDH2C4	normal	no	no
at3g24530	AT3G24530	normal	no	yes
at3g24570	AT3G24570	normal	no	no
at3g24620	ROPGEF8	normal	no	yes
at3g24660	TMKL1	normal	yes	yes
at3g24740	AT3G24740	normal	no	no
at3g24810	ICK3	normal	no	no
at3g25070	RIN4	normal	no	yes
at3g25100	CDC45	normal	no	no
at3g25250	AGC2-1	normal	yes	yes
at3g25300	at3g25300	normal	no	no
at3g25710	BHLH32	normal	no	no
at3g25805	AT3G25805	normal	no	no
at3g25810	AT3G25810	normal	no	no
at3g25882	NIMIN-2	normal	no	no
at3g25980	MAD2	normal	no	yes
at3g26050	AT3G26050	normal	no	yes
at3g26090	RGS1	normal	no	yes
at3g26110	AT3G26110	normal	no	no
at3g26170	CYP71B19	normal	no	no
at3g26200	CYP71B22	normal	no	no
at3g26280	CYP71B4	normal	no	no
at3g26300	CYP71B34	normal	no	no
at3g26350	AT3G26350	normal	no	no
at3g26370	AT3G26370	normal	no	no
at3g26510	AT3G26510	normal	no	no
at3g26520	TIP2	normal	no	no
at3g26580	AT3G26580	normal	no	no
at3g26700	AT3G26700	normal	no	yes
at3g26744	ICE1	normal	no	no
at3g26780	AT3G26780	normal	no	yes
at3g26830	PAD3	normal	no	no
at3g26900	SKL1	normal	no	no
at3g26910	AT3G26910	normal	no	yes
at3g26980	MUB4	normal	no	no
at3g27010	TCP20	normal	no	no
at3g27170	CLC-B	normal	no	yes
at3g27200	AT3G27200	normal	no	no
at3g27290	AT3G27290	normal	no	no
at3g27420	AT3G27420	normal	no	no
at3g27503	SCRL19	normal	no	no
at3g27540	AT3G27540	normal	no	yes
at3g27580	ATPK7	normal	yes	no
at3g27640	AT3G27640	normal	no	no
at3g27690	LHCB2.3	normal	no	no
at3g27770	AT3G27770	normal	no	no
at3g27920	MYB0	normal	no	no
at3g27920/at5g41315	at3g27920/at5g41315	normal	no	no
at3g27960	AT3G27960	normal	no	yes
at3g28030	UVH3	normal	no	no
at3g28040	AT3G28040	normal	yes	yes
at3g28050	AT3G28050	normal	no	yes
at3g28180	CSLC04	normal	no	yes
at3g28200	AT3G28200	normal	no	no
at3g28220	AT3G28220	normal	no	no
at3g28450	AT3G28450	normal	yes	yes
at3g28715	AT3G28715	normal	no	no
at3g28860	ABCB19	normal	no	yes
at3g28910	MYB30	normal	no	no
at3g28920	HB34	normal	no	yes
at3g28930	AIG2	normal	no	yes
at3g29020	MYB110	normal	no	no
at3g29034	AT3G29034	normal	no	no
at3g29160	KIN11	normal	yes	yes
at3g29230	AT3G29230	normal	no	yes
at3g29270	AT3G29270	normal	no	no
at3g29350	AHP2	normal	yes	no
at3g29390	RIK	normal	no	yes
at3g29575	AFP3	normal	no	no
at3g29800	AT3G29800	normal	no	no
at3g30180	BR6OX2	normal	no	yes
at3g30260	AGL79	normal	no	no
at3g30340	AT3G30340	normal	no	no
at3g30390	AT3G30390	normal	no	no
at3g30775	ERD5	normal	no	yes
at3g32980	AT3G32980	normal	no	no
at3g42640	HA8	normal	no	yes
at3g42725	AT3G42725	normal	no	no
at3g42800	AT3G42800	normal	no	yes
at3g43190	SUS4	normal	no	no
at3g43210	TES	normal	no	yes
at3g43720	AT3G43720	normal	no	no
at3g43810	CAM7	normal	no	yes
at3g44050	AT3G44050	normal	no	yes
at3g44200	NEK6	normal	yes	yes
at3g44460	DPBF2	normal	no	no
at3g44610	AT3G44610	normal	no	no
at3g44620	AT3G44620	normal	no	no
at3g44720	ADT4	normal	no	no
at3g44930	CHX10	normal	no	no
at3g45210	AT3G45210	normal	no	no
at3g45240	GRIK1	normal	yes	no
at3g45290	MLO3	normal	no	no
at3g45330	AT3G45330	normal	yes	yes
at3g45430	AT3G45430	normal	yes	no
at3g45440	AT3G45440	normal	yes	no
at3g45620	AT3G45620	normal	no	yes
at3g45640	MPK3	normal	yes	no
at3g45700	AT3G45700	normal	no	no
at3g45780	PHOT1	normal	yes	yes
at3g45840	AT3G45840	normal	no	no
at3g45870	AT3G45870	normal	no	no
at3g45900	AT3G45900	normal	no	no
at3g45930	AT3G45930	normal	no	no
at3g45970	EXLA1	normal	no	no
at3g46030	HTB11	normal	no	no
at3g46060	RAB8A	normal	no	yes
at3g46080	AT3G46080	normal	no	no
at3g46090	ZAT7	normal	no	no
at3g46280	AT3G46280	normal	no	no
at3g46320	AT3G46320	normal	no	no
at3g46370	AT3G46370	normal	yes	yes
at3g46510	PUB13	normal	no	yes
at3g46580	MBD5	normal	no	yes
at3g46590	TRFL1	normal	no	no
at3g46710	AT3G46710	normal	no	yes
at3g46810	AT3G46810	normal	no	no
at3g46830	RABA2c	normal	no	no
at3g46890	AT3G46890	normal	no	no
at3g46900	COPT2	normal	no	no
at3g47110	AT3G47110	normal	yes	no
at3g47160	AT3G47160	normal	no	no
at3g47220	PLC9	normal	no	no
at3g47300	SELT	normal	no	no
at3g47430	PEX11B	normal	no	yes
at3g47540	AT3G47540	normal	no	no
at3g47580	AT3G47580	normal	yes	no
at3g47620	TCP14	normal	no	no
at3g47690	EB1A	normal	no	no
at3g47780	ATH6	normal	no	yes
at3g47810	MAG1	normal	no	no
at3g47836	AT3G47836	normal	no	no
at3g47870	LBD27	normal	no	no
at3g47960	AT3G47960	normal	no	yes
at3g48000	ALDH2B4	normal	no	no
at3g48090	EDS1	normal	no	no
at3g48100	RR5	normal	no	yes
at3g48150	APC8	normal	no	yes
at3g48170	ALDH10A9	normal	no	yes
at3g48260	WNK3	normal	yes	no
at3g48340	AT3G48340	normal	no	no
at3g48360	BT2	normal	no	no
at3g48460	AT3G48460	normal	no	yes
at3g48530	KING1	normal	no	yes
at3g48550	AT3G48550	normal	no	no
at3g48590	NF-YC1	normal	no	no
at3g48690	CXE12	normal	no	no
at3g48750	CDC2	normal	yes	yes
at3g48890	MAPR3	normal	no	yes
at3g48930	EMB1080	normal	no	no
at3g48990	AT3G48990	normal	no	yes
at3g49120	PRXCB	normal	no	no
at3g49160	AT3G49160	normal	yes	yes
at3g49190	AT3G49190	normal	no	yes
at3g49240	emb1796	normal	no	no
at3g49260	iqd21	normal	no	yes
at3g49290	ABIL2	normal	no	yes
at3g49520	AT3G49520	normal	no	no
at3g49580	LSU1	normal	no	no
at3g49620	DIN11	normal	no	no
at3g49670	BAM2	normal	yes	yes
at3g49700	ACS9	normal	no	no
at3g49750	RLP44	normal	no	no
at3g49810	AT3G49810	normal	no	yes
at3g49870	ARLA1C	normal	no	no
at3g49990	AT3G49990	normal	no	no
at3g50000	CKA2	normal	yes	no
at3g50030	AT3G50030	normal	no	no
at3g50060	MYB77	normal	no	no
at3g50110	PEN3	normal	no	yes
at3g50120	AT3G50120	normal	no	yes
at3g50190	AT3G50190	normal	no	no
at3g50220	AT3G50220	normal	no	no
at3g50310	MAPKKK20	normal	yes	yes
at3g50330	HEC2	normal	no	no
at3g50410	OBP1	normal	no	no
at3g50480	HR4	normal	no	no
at3g50500	SNRK2.2	normal	yes	yes
at3g50510	LBD28	normal	no	no
at3g50560	AT3G50560	normal	no	no
at3g50630	KRP2	normal	no	no
at3g50740	UGT72E1	normal	no	yes
at3g50750	BEH1	normal	no	no
at3g50760	GATL2	normal	no	no
at3g50890	HB28	normal	no	no
at3g50910	AT3G50910	normal	no	yes
at3g50960	PLP3a	normal	no	no
at3g51000	AT3G51000	normal	no	no
at3g51090	AT3G51090	normal	no	no
at3g51180	AT3G51180	normal	no	no
at3g51240	F3H	normal	no	no
at3g51260	PAD1	normal	no	no
at3g51280	AT3G51280	normal	no	no
at3g51300	ROP1	normal	no	no
at3g51430	YLS2	normal	no	no
at3g51450	AT3G51450	normal	no	no
at3g51460	RHD4	normal	no	yes
at3g51630	WNK5	normal	yes	no
at3g51740	IMK2	normal	yes	yes
at3g51840	ACX4	normal	no	yes
at3g51860	CAX3	normal	no	no
at3g51920	CAM9	normal	no	no
at3g52050	AT3G52050	normal	no	no
at3g52070	AT3G52070	normal	no	yes
at3g52080	chx28	normal	no	no
at3g52160	KCS15	normal	no	no
at3g52190	PHF1	normal	no	no
at3g52340	SPP2	normal	no	yes
at3g52400	SYP122	normal	no	yes
at3g52500	AT3G52500	normal	no	no
